retention_time,intensity
0.0,21.523585398772155
0.02,14.833412555217825
0.04,23.81892067040787
0.06,24.80281691542274
0.08,10.378141588156874
0.1,13.65573826987218
0.12,20.839148686769597
0.14,18.65203568947887
0.16,20.182534477370616
0.18,16.03460039452932
0.2,24.730076348931107
0.22,24.25529779019296
0.24,20.72972695765194
0.26,26.068997102728563
0.28,22.80353614210383
0.3,16.202704768817952
0.32,22.376076470915642
0.34,15.771041354934761
0.36,24.99081254298096
0.38,20.382011556263972
0.4,19.74038129538527
0.42,17.293067851201474
0.44,26.843413717234768
0.46,19.991018588416587
0.48,18.654951922255695
0.5,19.068812911025926
0.52,23.52387935595894
0.54,22.722368188949513
0.56,22.991585579843687
0.58,23.114760950789556
0.6,31.70158465832761
0.62,18.99391814170073
0.64,18.49738054838468
0.66,17.02228447416496
0.68,24.20355065465162
0.7000000000000001,26.80097049177595
0.72,20.618775843861297
0.74,17.02008202867698
0.76,17.130755355947734
0.78,24.538366698584284
0.8,25.033857811734887
0.8200000000000001,24.065483934297184
0.84,18.054229706377097
0.86,22.574589096064635
0.88,22.029152929800944
0.9,22.571044016951763
0.92,25.866556401343235
0.9400000000000001,22.65913464901923
0.96,24.96740061844006
0.98,21.942334145038583
1.0,23.081570477430684
1.02,24.823876589896777
1.04,14.413044230180827
1.06,20.131779613448295
1.08,19.409507894911474
1.1,18.598139113426377
1.12,20.447894619145497
1.1400000000000001,29.329308903236893
1.16,17.556360813918996
1.18,26.75773841024475
1.2,13.532742853464296
1.22,20.30332509878214
1.24,22.822086211724425
1.26,24.969913922165965
1.28,25.62532593089375
1.3,26.06622801452142
1.32,20.386072001053545
1.34,19.848049452684656
1.36,26.479703998254536
1.3800000000000001,21.26322804840737
1.4000000000000001,15.871176497320482
1.42,16.613081527449417
1.44,17.712717946178433
1.46,24.82873571860082
1.48,23.097337265147605
1.5,25.91117600213165
1.52,20.491341304149294
1.54,23.85402338465675
1.56,27.293335479964462
1.58,25.264558556182685
1.6,34.95383943171754
1.62,41.25587542495918
1.6400000000000001,64.80573449805972
1.6600000000000001,101.92011081327513
1.68,154.71651215794432
1.7,241.38764915958998
1.72,332.6352378222468
1.74,438.3441848007162
1.76,534.7911639099502
1.78,601.0315592972137
1.8,626.1501379118391
1.82,598.361497961272
1.84,530.3809805432984
1.86,438.04817927127294
1.8800000000000001,326.7656407670258
1.9000000000000001,231.99228532137062
1.92,154.41225854132585
1.94,99.22758298318406
1.96,69.059845211348
1.98,40.53301415509374
2.0,31.32896673442571
2.02,33.912136527309215
2.04,23.04362808569431
2.06,27.463298535894786
2.08,18.728711482676015
2.1,22.255522185622098
2.12,18.51378782934148
2.14,21.581145861138094
2.16,27.49954754562342
2.18,14.685547291326182
2.2,25.51891613021171
2.22,24.560126707789962
2.24,20.425231875205036
2.2600000000000002,16.190080637410603
